split,cohort,source,model,n_samples,metric,target,value,is_best
test,Dense,paper,GNN,91307,smape,cycles_max,15.8,False
test,Dense,paper,GNN,91307,smape,interval_max,13.4,True
test,Dense,paper,GNN,91307,rmse,bram,86.1,False
test,Dense,paper,GNN,91307,rmse,dsp,18950.8,False
test,Dense,paper,GNN,91307,rmse,ff,56341.8,False
test,Dense,paper,GNN,91307,rmse,lut,107544.5,False
test,Dense,paper,GNN,91307,rmse,cycles_max,1304.9,False
test,Dense,paper,GNN,91307,rmse,interval_max,415.1,False
test,Dense,paper,Transformer,91307,r2,bram,0.39,False
test,Dense,paper,Transformer,91307,r2,dsp,0.29,False
test,Dense,paper,Transformer,91307,r2,ff,0.71,False
test,Dense,paper,Transformer,91307,r2,lut,0.67,False
test,Dense,paper,Transformer,91307,r2,cycles_max,0.95,False
test,Dense,paper,Transformer,91307,r2,interval_max,0.91,False
test,Dense,paper,Transformer,91307,smape,bram,13.6,True
test,Dense,paper,Transformer,91307,smape,dsp,10.2,True
test,Dense,paper,Transformer,91307,smape,ff,2.7,True
test,Dense,paper,Transformer,91307,smape,lut,2.7,True
test,Dense,paper,Transformer,91307,smape,cycles_max,9.9,True
test,Dense,paper,Transformer,91307,smape,interval_max,14.1,False
test,Dense,paper,Transformer,91307,rmse,bram,54.9,False
test,Dense,paper,Transformer,91307,rmse,dsp,1509.2,False
test,Dense,paper,Transformer,91307,rmse,ff,58463.5,False
test,Dense,paper,Transformer,91307,rmse,lut,118826.6,False
test,Dense,paper,Transformer,91307,rmse,cycles_max,659.7,False
test,Dense,paper,Transformer,91307,rmse,interval_max,395.6,False
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,r2,bram,0.7172402581262911,True
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,r2,dsp,0.9564021517924826,True
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,r2,ff,0.9723087354596995,True
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,r2,lut,0.8080385468057778,True
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,r2,cycles_max,0.9715988605820491,True
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,r2,interval_max,0.9930214196134093,True
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,smape,bram,25.714750586791094,False
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,smape,dsp,15.094087704075184,False
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,smape,ff,15.99457978324012,False
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,smape,lut,18.852977001878287,False
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,smape,cycles_max,17.228697401657882,False
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,smape,interval_max,13.983468688533035,False
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,rmse,bram,18.38299423889689,False
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,rmse,dsp,270.5079204259383,True
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,rmse,ff,10471.616008460851,True
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,rmse,lut,51962.90522768946,False
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,rmse,cycles_max,486.36838946673646,True
test,Dense,run,hierarchical_bottom_up_v3_seed42,980,rmse,interval_max,120.11628614585531,True
test,Conv1D,paper,MLP,4693,r2,bram,0.39,False
test,Conv1D,paper,MLP,4693,r2,dsp,-0.07,False
test,Conv1D,paper,MLP,4693,r2,ff,0.31,False
test,Conv1D,paper,MLP,4693,r2,lut,0.24,False
test,Conv1D,paper,MLP,4693,r2,cycles_max,0.38,False
test,Conv1D,paper,MLP,4693,r2,interval_max,0.4,False
test,Conv1D,paper,MLP,4693,smape,bram,44.7,False
test,Conv1D,paper,MLP,4693,smape,dsp,80.5,False
test,Conv1D,paper,MLP,4693,smape,ff,28.7,False
test,Conv1D,paper,MLP,4693,smape,lut,27.2,False
test,Conv1D,paper,MLP,4693,smape,cycles_max,48.4,False
test,Conv1D,paper,MLP,4693,smape,interval_max,43.8,False
test,Conv1D,paper,MLP,4693,rmse,bram,8.9,False
test,Conv1D,paper,MLP,4693,rmse,dsp,2.5,False
test,Conv1D,paper,MLP,4693,rmse,ff,14249.3,False
test,Conv1D,paper,MLP,4693,rmse,lut,8994.6,False
test,Conv1D,paper,MLP,4693,rmse,cycles_max,98637.3,False
test,Conv1D,paper,MLP,4693,rmse,interval_max,48849.3,False
test,Conv1D,paper,GNN,4693,r2,bram,0.69,False
test,Conv1D,paper,GNN,4693,r2,dsp,0.02,False
test,Conv1D,paper,GNN,4693,r2,ff,0.95,False
test,Conv1D,paper,GNN,4693,r2,lut,0.96,True
test,Conv1D,paper,GNN,4693,r2,cycles_max,0.97,True
test,Conv1D,paper,GNN,4693,r2,interval_max,0.97,True
test,Conv1D,paper,GNN,4693,smape,bram,33.7,False
test,Conv1D,paper,GNN,4693,smape,dsp,36.7,False
test,Conv1D,paper,GNN,4693,smape,ff,7.7,False
test,Conv1D,paper,GNN,4693,smape,lut,6.2,False
test,Conv1D,paper,GNN,4693,smape,cycles_max,11.0,False
test,Conv1D,paper,GNN,4693,smape,interval_max,11.1,True
test,Conv1D,paper,GNN,4693,rmse,bram,16.9,False
test,Conv1D,paper,GNN,4693,rmse,dsp,1.7,False
test,Conv1D,paper,GNN,4693,rmse,ff,5137.6,False
test,Conv1D,paper,GNN,4693,rmse,lut,3731.4,False
test,Conv1D,paper,GNN,4693,rmse,cycles_max,21648.4,True
test,Conv1D,paper,GNN,4693,rmse,interval_max,24199.6,True
test,Conv1D,paper,Transformer,4693,r2,bram,0.77,False
test,Conv1D,paper,Transformer,4693,r2,dsp,0.41,False
test,Conv1D,paper,Transformer,4693,r2,ff,0.97,True
test,Conv1D,paper,Transformer,4693,r2,lut,0.96,True
test,Conv1D,paper,Transformer,4693,r2,cycles_max,0.96,False
test,Conv1D,paper,Transformer,4693,r2,interval_max,0.96,False
test,Conv1D,paper,Transformer,4693,smape,bram,29.9,False
test,Conv1D,paper,Transformer,4693,smape,dsp,22.7,False
test,Conv1D,paper,Transformer,4693,smape,ff,7.2,True
test,Conv1D,paper,Transformer,4693,smape,lut,5.8,True
test,Conv1D,paper,Transformer,4693,smape,cycles_max,10.4,True
test,Conv1D,paper,Transformer,4693,smape,interval_max,11.2,False
test,Conv1D,paper,Transformer,4693,rmse,bram,14.5,False
test,Conv1D,paper,Transformer,4693,rmse,dsp,1.3,False
test,Conv1D,paper,Transformer,4693,rmse,ff,4275.9,True
test,Conv1D,paper,Transformer,4693,rmse,lut,3421.7,False
test,Conv1D,paper,Transformer,4693,rmse,cycles_max,24561.6,False
test,Conv1D,paper,Transformer,4693,rmse,interval_max,27547.3,False
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,r2,bram,0.9376274651622774,True
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,r2,dsp,0.9599087644953617,True
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,r2,ff,0.8754359481030881,False
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,r2,lut,0.919213211517707,False
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,r2,cycles_max,0.86344710572989,False
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,r2,interval_max,0.878529276928167,False
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,smape,bram,16.097093222361057,True
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,smape,dsp,8.30888714841981,True
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,smape,ff,11.588770170447575,False
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,smape,lut,11.588621385739629,False
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,smape,cycles_max,28.97273167430063,False
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,smape,interval_max,28.93542670236695,False
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,rmse,bram,2.5116734959004936,True
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,rmse,dsp,0.44442711163675747,True
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,rmse,ff,5291.529288662567,False
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,rmse,lut,2720.5009644994348,True
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,rmse,cycles_max,50773.86797606884,False
test,Conv1D,run,hierarchical_bottom_up_v3_seed42,96,rmse,interval_max,47888.105087932665,False
test,Conv2D,paper,MLP,6484,r2,bram,-0.5,False
test,Conv2D,paper,MLP,6484,r2,dsp,0.15,False
test,Conv2D,paper,MLP,6484,r2,ff,0.51,False
test,Conv2D,paper,MLP,6484,r2,lut,0.41,False
test,Conv2D,paper,MLP,6484,r2,cycles_max,0.33,False
test,Conv2D,paper,MLP,6484,r2,interval_max,0.35,False
test,Conv2D,paper,MLP,6484,smape,bram,51.5,False
test,Conv2D,paper,MLP,6484,smape,dsp,87.0,False
test,Conv2D,paper,MLP,6484,smape,ff,41.8,False
test,Conv2D,paper,MLP,6484,smape,lut,34.4,False
test,Conv2D,paper,MLP,6484,smape,cycles_max,56.1,False
test,Conv2D,paper,MLP,6484,smape,interval_max,54.7,False
test,Conv2D,paper,MLP,6484,rmse,bram,59.6,False
test,Conv2D,paper,MLP,6484,rmse,dsp,6.0,False
test,Conv2D,paper,MLP,6484,rmse,ff,57190.7,False
test,Conv2D,paper,MLP,6484,rmse,lut,18547.8,False
test,Conv2D,paper,MLP,6484,rmse,cycles_max,3181122.1,False
test,Conv2D,paper,MLP,6484,rmse,interval_max,1562928.9,False
test,Conv2D,paper,GNN,6484,r2,bram,0.44,False
test,Conv2D,paper,GNN,6484,r2,dsp,0.51,False
test,Conv2D,paper,GNN,6484,r2,ff,0.92,False
test,Conv2D,paper,GNN,6484,r2,lut,0.95,False
test,Conv2D,paper,GNN,6484,r2,cycles_max,0.84,False
test,Conv2D,paper,GNN,6484,r2,interval_max,0.88,False
test,Conv2D,paper,GNN,6484,smape,bram,31.2,False
test,Conv2D,paper,GNN,6484,smape,dsp,34.8,False
test,Conv2D,paper,GNN,6484,smape,ff,8.8,False
test,Conv2D,paper,GNN,6484,smape,lut,6.7,True
test,Conv2D,paper,GNN,6484,smape,cycles_max,19.5,False
test,Conv2D,paper,GNN,6484,smape,interval_max,18.5,False
test,Conv2D,paper,GNN,6484,rmse,bram,27.4,False
test,Conv2D,paper,GNN,6484,rmse,dsp,5.5,False
test,Conv2D,paper,GNN,6484,rmse,ff,24145.3,False
test,Conv2D,paper,GNN,6484,rmse,lut,15283.9,False
test,Conv2D,paper,GNN,6484,rmse,cycles_max,1549792.9,False
test,Conv2D,paper,GNN,6484,rmse,interval_max,1365427.3,False
test,Conv2D,paper,Transformer,6484,r2,bram,0.79,True
test,Conv2D,paper,Transformer,6484,r2,dsp,0.55,False
test,Conv2D,paper,Transformer,6484,r2,ff,0.93,True
test,Conv2D,paper,Transformer,6484,r2,lut,0.96,True
test,Conv2D,paper,Transformer,6484,r2,cycles_max,0.93,True
test,Conv2D,paper,Transformer,6484,r2,interval_max,0.93,True
test,Conv2D,paper,Transformer,6484,smape,bram,18.8,True
test,Conv2D,paper,Transformer,6484,smape,dsp,25.3,False
test,Conv2D,paper,Transformer,6484,smape,ff,8.0,True
test,Conv2D,paper,Transformer,6484,smape,lut,6.8,False
test,Conv2D,paper,Transformer,6484,smape,cycles_max,16.3,True
test,Conv2D,paper,Transformer,6484,smape,interval_max,16.9,True
test,Conv2D,paper,Transformer,6484,rmse,bram,16.7,True
test,Conv2D,paper,Transformer,6484,rmse,dsp,5.3,False
test,Conv2D,paper,Transformer,6484,rmse,ff,22659.7,True
test,Conv2D,paper,Transformer,6484,rmse,lut,12971.7,True
test,Conv2D,paper,Transformer,6484,rmse,cycles_max,999953.4,True
test,Conv2D,paper,Transformer,6484,rmse,interval_max,1024014.3,True
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,r2,bram,0.7059586645498284,False
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,r2,dsp,0.7283030661899514,True
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,r2,ff,0.5861621883686976,False
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,r2,lut,0.7622392605220981,False
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,r2,cycles_max,0.4445636797833298,False
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,r2,interval_max,0.4706401922353618,False
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,smape,bram,26.102035877188552,False
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,smape,dsp,15.79923247718441,True
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,smape,ff,19.693481865273736,False
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,smape,lut,12.873538957375045,False
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,smape,cycles_max,47.30011559479371,False
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,smape,interval_max,48.24110439732089,False
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,rmse,bram,48.7896227491137,False
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,rmse,dsp,5.064093824137501,True
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,rmse,ff,87621.68127935212,False
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,rmse,lut,19078.920527808605,False
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,rmse,cycles_max,2903091.6063275584,False
test,Conv2D,run,hierarchical_bottom_up_v3_seed42,57,rmse,interval_max,2834130.9567961013,False
exemplar,Jet,paper,MLP,124,r2,bram,-1.22,False
exemplar,Jet,paper,MLP,124,r2,dsp,0.27,False
exemplar,Jet,paper,MLP,124,r2,ff,0.33,False
exemplar,Jet,paper,MLP,124,r2,lut,-0.12,False
exemplar,Jet,paper,MLP,124,r2,cycles_max,0.53,True
exemplar,Jet,paper,MLP,124,r2,interval_max,0.49,True
exemplar,Jet,paper,MLP,124,smape,bram,65.0,False
exemplar,Jet,paper,MLP,124,smape,dsp,86.0,False
exemplar,Jet,paper,MLP,124,smape,ff,58.8,False
exemplar,Jet,paper,MLP,124,smape,lut,74.1,False
exemplar,Jet,paper,MLP,124,smape,cycles_max,89.1,False
exemplar,Jet,paper,MLP,124,smape,interval_max,66.4,True
exemplar,Jet,paper,MLP,124,rmse,bram,2.2,False
exemplar,Jet,paper,MLP,124,rmse,dsp,569.8,False
exemplar,Jet,paper,MLP,124,rmse,ff,8654.0,False
exemplar,Jet,paper,MLP,124,rmse,lut,18214.8,False
exemplar,Jet,paper,MLP,124,rmse,cycles_max,711.4,True
exemplar,Jet,paper,MLP,124,rmse,interval_max,393.6,True
exemplar,Jet,paper,GNN,124,r2,bram,-1.29,False
exemplar,Jet,paper,GNN,124,r2,dsp,-0.14,False
exemplar,Jet,paper,GNN,124,r2,ff,0.12,False
exemplar,Jet,paper,GNN,124,r2,lut,0.19,False
exemplar,Jet,paper,GNN,124,r2,cycles_max,0.43,False
exemplar,Jet,paper,GNN,124,r2,interval_max,0.41,False
exemplar,Jet,paper,GNN,124,smape,bram,143.8,False
exemplar,Jet,paper,GNN,124,smape,dsp,170.3,False
exemplar,Jet,paper,GNN,124,smape,ff,86.3,False
exemplar,Jet,paper,GNN,124,smape,lut,80.8,False
exemplar,Jet,paper,GNN,124,smape,cycles_max,86.6,True
exemplar,Jet,paper,GNN,124,smape,interval_max,103.6,False
exemplar,Jet,paper,GNN,124,rmse,bram,2.3,False
exemplar,Jet,paper,GNN,124,rmse,dsp,712.2,False
exemplar,Jet,paper,GNN,124,rmse,ff,9917.7,False
exemplar,Jet,paper,GNN,124,rmse,lut,15516.7,False
exemplar,Jet,paper,GNN,124,rmse,cycles_max,780.3,False
exemplar,Jet,paper,GNN,124,rmse,interval_max,424.2,False
exemplar,Jet,paper,Transformer,124,r2,bram,-23.19,False
exemplar,Jet,paper,Transformer,124,r2,dsp,0.32,False
exemplar,Jet,paper,Transformer,124,r2,ff,0.46,False
exemplar,Jet,paper,Transformer,124,r2,lut,-0.03,False
exemplar,Jet,paper,Transformer,124,r2,cycles_max,0.17,False
exemplar,Jet,paper,Transformer,124,r2,interval_max,0.04,False
exemplar,Jet,paper,Transformer,124,smape,bram,110.3,False
exemplar,Jet,paper,Transformer,124,smape,dsp,77.7,True
exemplar,Jet,paper,Transformer,124,smape,ff,80.6,False
exemplar,Jet,paper,Transformer,124,smape,lut,90.1,False
exemplar,Jet,paper,Transformer,124,smape,cycles_max,103.4,False
exemplar,Jet,paper,Transformer,124,smape,interval_max,120.4,False
exemplar,Jet,paper,Transformer,124,rmse,bram,7.4,False
exemplar,Jet,paper,Transformer,124,rmse,dsp,550.8,False
exemplar,Jet,paper,Transformer,124,rmse,ff,7764.8,False
exemplar,Jet,paper,Transformer,124,rmse,lut,17520.1,False
exemplar,Jet,paper,Transformer,124,rmse,cycles_max,944.2,False
exemplar,Jet,paper,Transformer,124,rmse,interval_max,542.0,False
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,r2,bram,0.3074409263217681,True
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,r2,dsp,0.4663177648754312,True
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,r2,ff,0.9061193778497442,True
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,r2,lut,0.3329074876964493,True
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,r2,cycles_max,0.5068739887840485,False
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,r2,interval_max,0.14190981666862468,False
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,smape,bram,48.17609761638201,True
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,smape,dsp,94.44361127391825,False
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,smape,ff,49.94353580777136,True
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,smape,lut,45.8848916721573,True
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,smape,cycles_max,89.20695292299604,False
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,smape,interval_max,84.80435091016312,False
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,rmse,bram,1.2438016588560192,True
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,rmse,dsp,488.1556322385598,True
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,rmse,ff,3230.235504296679,True
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,rmse,lut,14069.751595815731,True
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,rmse,cycles_max,728.0934998101483,False
exemplar,Jet,run,hierarchical_bottom_up_v3_seed42,124,rmse,interval_max,512.3021627200105,False
exemplar,Quarks,paper,MLP,126,r2,bram,,False
exemplar,Quarks,paper,MLP,126,r2,dsp,0.19,False
exemplar,Quarks,paper,MLP,126,r2,ff,0.51,True
exemplar,Quarks,paper,MLP,126,r2,lut,-0.41,True
exemplar,Quarks,paper,MLP,126,r2,cycles_max,-36.68,False
exemplar,Quarks,paper,MLP,126,r2,interval_max,-13.18,False
exemplar,Quarks,paper,MLP,126,smape,bram,129.9,True
exemplar,Quarks,paper,MLP,126,smape,dsp,118.1,False
exemplar,Quarks,paper,MLP,126,smape,ff,83.5,True
exemplar,Quarks,paper,MLP,126,smape,lut,91.9,True
exemplar,Quarks,paper,MLP,126,smape,cycles_max,158.4,False
exemplar,Quarks,paper,MLP,126,smape,interval_max,136.3,False
exemplar,Quarks,paper,MLP,126,rmse,bram,2.3,False
exemplar,Quarks,paper,MLP,126,rmse,dsp,108.6,False
exemplar,Quarks,paper,MLP,126,rmse,ff,1327.1,True
exemplar,Quarks,paper,MLP,126,rmse,lut,3298.1,True
exemplar,Quarks,paper,MLP,126,rmse,cycles_max,441.1,False
exemplar,Quarks,paper,MLP,126,rmse,interval_max,266.6,False
exemplar,Quarks,paper,GNN,126,r2,bram,,False
exemplar,Quarks,paper,GNN,126,r2,dsp,-0.31,False
exemplar,Quarks,paper,GNN,126,r2,ff,-0.64,False
exemplar,Quarks,paper,GNN,126,r2,lut,-11.33,False
exemplar,Quarks,paper,GNN,126,r2,cycles_max,-95.13,False
exemplar,Quarks,paper,GNN,126,r2,interval_max,-33.73,False
exemplar,Quarks,paper,GNN,126,smape,bram,200.0,False
exemplar,Quarks,paper,GNN,126,smape,dsp,119.9,False
exemplar,Quarks,paper,GNN,126,smape,ff,105.8,False
exemplar,Quarks,paper,GNN,126,smape,lut,113.6,False
exemplar,Quarks,paper,GNN,126,smape,cycles_max,171.1,False
exemplar,Quarks,paper,GNN,126,smape,interval_max,170.2,False
exemplar,Quarks,paper,GNN,126,rmse,bram,1.2,True
exemplar,Quarks,paper,GNN,126,rmse,dsp,137.9,False
exemplar,Quarks,paper,GNN,126,rmse,ff,2432.5,False
exemplar,Quarks,paper,GNN,126,rmse,lut,9756.8,False
exemplar,Quarks,paper,GNN,126,rmse,cycles_max,704.5,False
exemplar,Quarks,paper,GNN,126,rmse,interval_max,417.3,False
exemplar,Quarks,paper,Transformer,126,r2,bram,,False
exemplar,Quarks,paper,Transformer,126,r2,dsp,-0.28,False
exemplar,Quarks,paper,Transformer,126,r2,ff,0.24,False
exemplar,Quarks,paper,Transformer,126,r2,lut,-12.46,False
exemplar,Quarks,paper,Transformer,126,r2,cycles_max,-4.21,True
